,movie_id,title,tags
75,389.0,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other. judge jurors sultriness death penalty father murder puerto rico anonymity court case heat class innocence court based on play or musical black and white courtroom courtroom drama one location 드라마 "
76,392.0,Chocolat,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis. france chocolate based on novel or book tradition parent child relationship small town chocolaterie mayor praline single landlady non conformity 1950s lent 드라마 코미디 로맨스 "
77,402.0,Basic Instinct,"A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist. california sexual obsession san francisco, california detective jealousy eroticism suspicion of murder bisexuality dying and death dangerous lover striptease sadism police psychopath celebrity femme fatale sociopath dead neo-noir erotic thriller manipulative woman 스릴러 미스터리 "
78,409.0,The English Patient,"In the 1930s, Count Almásy is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics. cairo egypt identity amnesia world war ii burn landmine expedition cave sandstorm cave painting prisoner of war map mine clearer hearing desert scientist intelligence traitor airplane secret love desert 드라마 로맨스 전쟁 "
79,422.0,8½,"Guido Anselmi, a film director, finds himself creatively barren at the peak of his career. Urged by his doctors to rest, Anselmi heads for a luxurious resort, but a sorry group gathers—his producer, staff, actors, wife, mistress, and relatives—each one begging him to get on with the show. In retreat from their dependency, he fantasizes about past women and dreams of his childhood. individual scapegoat adultery screenplay cinecittà studios movie business depression suicide attempt creative crisis kurort difficult childhood missile dying and death unsociability extramarital affair existence 판타지 드라마 "
80,426.0,Vertigo,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her. san francisco, california detective sense of guilt bachelor obsession love of one's life vertigo museum necklace grave plan painting noir psychological thriller fear of heights 스릴러 미스터리 로맨스 "
81,435.0,The Day After Tomorrow,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze. saving the world library cataclysm climate change greenhouse effect tornado twister hurricane hail temperature drop ice age polar zone meteorology gulfstream barrier ice ice melting third world exodus evacuation climate natural disaster government disaster snow los angeles, california antarctica scientist cell phone environmental doomsday disaster movie helicopter crash 모험 액션 스릴러 SF "
82,436.0,Maria Full of Grace,A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family. individual new york city adolescence drug trafficking cocaine drug crime illegal immigration maquiladora drug mule pregnancy airplane bravery teacher self esteem teenage protagonist 드라마 스릴러 범죄 
83,451.0,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera. individual prostitute alcohol casino love at first sight lovesickness movie business screenwriter hotel room dying and death rage and hate unsociability alcoholism los angeles, california las vegas alcohol abuse 드라마 로맨스 "
84,453.0,A Beautiful Mind,"John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish. individual schizophrenia massachusetts love of one's life intelligence mathematician market economy economic theory princeton university nobel prize mathematical theorem m.i.t. biography mathematics delusion 드라마 로맨스 "
85,454.0,Romeo + Juliet,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains. suicide gang war forbidden love murder based on play or musical gun violence star crossed lovers shakespeare in modern dress teenage romance masquerade 드라마 로맨스 "
86,455.0,Bend It Like Beckham,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe. london, england tradition culture clash immigration women's football (soccer) sports football (soccer) family lgbt woman director british asian 드라마 코미디 로맨스 "
